Source,Tweet Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
@CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,Thu Mar 22 20:52:02 +0000 2018,0.7081,0.311,0.066,0.623,28
@CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,Thu Mar 22 00:23:38 +0000 2018,0.636,0.198,0.0,0.802,29
@CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,Wed Mar 21 18:00:01 +0000 2018,0.0,0.0,0.0,1.0,30
@CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,Tue Mar 20 20:00:01 +0000 2018,0.5106,0.142,0.0,0.858,31
@CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,Tue Mar 20 17:58:43 +0000 2018,0.0,0.0,0.0,1.0,32
@CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,Tue Mar 20 16:52:42 +0000 2018,0.5562,0.174,0.0,0.826,33
@CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",Tue Mar 20 16:11:00 +0000 2018,0.0,0.0,0.0,1.0,34
@CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",Mon Mar 19 21:02:26 +0000 2018,0.7845,0.309,0.072,0.619,35
@CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,Sun Mar 18 23:44:30 +0000 2018,0.0,0.0,0.0,1.0,36
@CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,Sun Mar 18 18:05:43 +0000 2018,0.6514,0.213,0.0,0.787,37
@CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",Sun Mar 18 17:09:53 +0000 2018,0.1867,0.08,0.0,0.92,38
@CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",Sat Mar 17 19:00:02 +0000 2018,0.0,0.0,0.0,1.0,39
@CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,Sat Mar 17 17:42:43 +0000 2018,0.6166,0.161,0.0,0.839,40
@CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,Sat Mar 17 14:00:03 +0000 2018,0.7096,0.247,0.0,0.753,41
@CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,Fri Mar 16 22:53:21 +0000 2018,0.296,0.104,0.0,0.896,42
@CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",Fri Mar 16 18:15:53 +0000 2018,0.0,0.0,0.0,1.0,43
@CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,Fri Mar 16 16:28:40 +0000 2018,0.6514,0.178,0.0,0.822,44
@CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",Thu Mar 15 17:54:06 +0000 2018,0.7088,0.237,0.0,0.763,45
@CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,Thu Mar 15 17:20:26 +0000 2018,-0.4939,0.077,0.157,0.766,46
@CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,Thu Mar 15 16:42:41 +0000 2018,0.6514,0.194,0.0,0.806,47
@CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,Thu Mar 15 14:32:16 +0000 2018,0.6115,0.266,0.0,0.734,48
@CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",Wed Mar 14 19:30:01 +0000 2018,0.6696,0.219,0.0,0.781,49
@CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",Tue Mar 13 18:48:52 +0000 2018,0.3612,0.143,0.0,0.857,50
@CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",Tue Mar 13 14:15:10 +0000 2018,0.539,0.179,0.0,0.821,51
@CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,Mon Mar 12 18:13:28 +0000 2018,0.2244,0.083,0.0,0.917,52
@CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",Mon Mar 12 01:20:43 +0000 2018,0.0,0.0,0.0,1.0,53
@CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,Fri Mar 09 22:48:26 +0000 2018,0.4926,0.117,0.0,0.883,54
@CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",Fri Mar 09 22:24:20 +0000 2018,0.1275,0.113,0.092,0.795,55
@CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",Fri Mar 09 21:10:21 +0000 2018,0.4215,0.177,0.0,0.823,56
@CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",Fri Mar 09 18:27:28 +0000 2018,0.8658,0.447,0.0,0.553,57
@CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,Fri Mar 09 16:02:27 +0000 2018,0.0,0.0,0.0,1.0,58
@CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,Thu Mar 08 18:00:49 +0000 2018,0.8625,0.336,0.0,0.664,59
@CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,Thu Mar 08 17:03:04 +0000 2018,0.4926,0.132,0.0,0.868,60
@CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",Wed Mar 07 18:39:10 +0000 2018,-0.2023,0.15,0.23,0.619,61
@CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",Wed Mar 07 17:06:02 +0000 2018,0.0,0.0,0.0,1.0,62
@CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",Tue Mar 06 18:10:59 +0000 2018,0.6705,0.244,0.0,0.756,63
@CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",Mon Mar 05 22:16:43 +0000 2018,0.3818,0.167,0.0,0.833,64
@CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.0,0.884,65
@CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,0.0,1.0,66
@CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.0,0.753,67
@CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.0,0.718,68
@CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.0,0.849,69
@CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.21,0.79,70
@CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.092,0.749,71
@CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.0,0.462,72
@CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.151,0.615,73
@CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.0,0.822,74
@CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.0,0.675,75
@CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.0,0.725,76
@CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,0.0,1.0,77
@CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,0.0,1.0,78
@CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,0.0,1.0,79
@CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.0,0.884,80
@CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.0,0.848,81
@CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,0.0,1.0,82
@CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,0.0,1.0,83
@CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.0,0.895,84
@CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.0,0.734,85
@CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.0,0.571,86
@CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.184,0.816,87
@CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,0.0,1.0,88
@CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,0.0,1.0,89
@CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.0,0.769,90
@CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,0.0,1.0,91
@CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,0.0,1.0,92
@CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.0,0.845,93
@CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,0.0,1.0,94
@CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,0.0,1.0,95
@CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.0,0.752,96
@CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",Tue Feb 20 19:55:19 +0000 2018,0.4404,0.116,0.0,0.884,97
@CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.119,0.881,98
@CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.0,0.872,99
@CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.0,0.773,100
@CNN,CNN has learned that the US military is discussing sending more troops to Syria; US President Trump remarked last T… https://t.co/9cKMsoiIwh,Tue Apr 03 03:16:06 +0000 2018,0.0,0.0,0.0,1.0,1
@CNN,Channing Tatum and Jenna Dewan Tatum announce they are separating after nearly nine years of marriage.… https://t.co/IVFmBdpciK,Tue Apr 03 03:06:00 +0000 2018,0.0,0.0,0.0,1.0,2
@CNN,"A Democratic candidate in Kentucky said she will pull her campaign ads from a local Sinclair station, and called on… https://t.co/IzYJCnLy1C",Tue Apr 03 03:01:06 +0000 2018,0.0,0.0,0.0,1.0,3
@CNN,"The conservative majority is undermining worker protections from the 1930s, Justice Ruth Bader Ginsburg wrote, ""wit… https://t.co/GVPODsxoJM",Tue Apr 03 02:46:05 +0000 2018,0.2263,0.163,0.12,0.718,4
@CNN,"Why Sinclair matters: The company is the largest owner of local TV stations in the US, and local news is Americans'… https://t.co/kUDE5VKmWp",Tue Apr 03 02:31:02 +0000 2018,0.0258,0.05,0.0,0.95,5
@CNN,"If Trump really wanted a DACA deal, there'd be a DACA deal | Analysis by CNN's Gregory Krieg https://t.co/Si14hyu4q4 https://t.co/LUjox6p2xo",Tue Apr 03 02:16:05 +0000 2018,0.0,0.0,0.0,1.0,6
@CNN,"Former FBI deputy director Andrew McCabe's wife, Jill McCabe, is calling President Trump's attacks on her family --… https://t.co/eqaVf0SWn1",Tue Apr 03 02:06:17 +0000 2018,-0.4404,0.0,0.139,0.861,7
@CNN,Sinclair's fake-news zombies should terrify you | By David Rothkopf via @CNNOpinion https://t.co/z3i1QjTzZS https://t.co/gpbBJHcfgK,Tue Apr 03 02:01:05 +0000 2018,-0.5106,0.0,0.216,0.784,8
@CNN,"RT @AC360: President Trump is the real wall right now, blocking immigration reform, says Univision host Jorge Ramos https://t.co/gS4Z4Tx3TV…",Tue Apr 03 01:51:48 +0000 2018,-0.3818,0.0,0.126,0.874,9
@CNN,Former Obama White House chief of staff Leon Panetta likens President Trump's choice of company for his Easter week… https://t.co/A06qQPUhJ4,Tue Apr 03 01:50:37 +0000 2018,0.0,0.0,0.0,1.0,10
@CNN,"A dingy, old painting found in an Iowa art gallery's closet turns out to be the work of a 16th-century Dutch master… https://t.co/lwmWxdjL7N",Tue Apr 03 01:46:02 +0000 2018,0.0,0.0,0.0,1.0,11
@CNN,A coal power company files for bankruptcy and asks President Trump for a bailout https://t.co/ju4AXFbI7b https://t.co/7ylHVUfAz8,Tue Apr 03 01:41:04 +0000 2018,-0.1027,0.0,0.097,0.903,12
@CNN,"Survivors of a school shooting in Parkland, Florida, returned from spring break to new security measures -- includi… https://t.co/LI2iLBqxzy",Tue Apr 03 01:38:06 +0000 2018,0.34,0.124,0.0,0.876,13
@CNN,"RT @AC360: They ""look like the bar scene in Star Wars"" Former Obama White House Chief of Staff Leon Panetta on President Trump's choice of…",Tue Apr 03 01:36:53 +0000 2018,-0.2732,0.086,0.124,0.79,14
@CNN,"The White House is ""looking into"" embattled EPA Administrator Scott Pruitt's housing situation amid reports that he… https://t.co/iyae5nvbbu",Tue Apr 03 01:34:08 +0000 2018,0.0,0.0,0.0,1.0,15
@CNN,Winnie Madikizela-Mandela reveals South Africa's uncomfortable truths | By Kevin Bloom via @CNNOpinion… https://t.co/IaJjfOLJK7,Tue Apr 03 01:31:09 +0000 2018,0.0516,0.171,0.159,0.671,16
@CNN,A Cleveland fertility clinic is facing dozens of legal actions after failure of a cryopreservation tank containing… https://t.co/npfuQvCeQC,Tue Apr 03 01:28:00 +0000 2018,-0.4215,0.08,0.176,0.745,17
@CNN,Dating app Grindr says it will stop sharing the HIV status of its users with other companies https://t.co/J4Ncf5G0Kx https://t.co/ezWSXB46wZ,Tue Apr 03 01:23:46 +0000 2018,0.1531,0.127,0.1,0.773,18
@CNN,John Oliver compares Sinclair news anchors to “members of a brainwashed cult” https://t.co/5Nu0JMbYtT https://t.co/0kNPCmZEDe,Tue Apr 03 01:10:07 +0000 2018,0.0,0.0,0.0,1.0,19
@CNN,"President Trump's tweets this weekend attacked:

■ The news media, except for Fox News and Sinclair Broadcast Group… https://t.co/qnOwchRCI0",Tue Apr 03 01:03:14 +0000 2018,-0.4588,0.0,0.15,0.85,20
@CNN,President Trump's latest dog whistle on immigration is more like a scream | Analysis by @CillizzaCNN… https://t.co/5d5mzDA7dT,Tue Apr 03 01:01:09 +0000 2018,-0.0478,0.149,0.159,0.693,21
@CNN,Sinclair tells stations to air media-bashing promos — and the criticism goes viral https://t.co/dyZP1g6g4z https://t.co/2ev2q7heAB,Tue Apr 03 00:51:02 +0000 2018,-0.4404,0.0,0.182,0.818,22
@CNN,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/2OTBqYvRyF",Tue Apr 03 00:43:07 +0000 2018,0.0,0.0,0.0,1.0,23
@CNN,"Winnie Madikizela-Mandela, the South African anti-apartheid campaigner and former wife of the late President Nelson… https://t.co/XwFyzlLOeP",Tue Apr 03 00:38:04 +0000 2018,0.0,0.0,0.0,1.0,24
@CNN,Keeping Them Honest: What triggered President Trump's weekend Twitter tirade? Was it the company he was keeping at… https://t.co/ity17j0xw3,Tue Apr 03 00:33:33 +0000 2018,0.5106,0.155,0.0,0.845,25
@CNN,"56 cases of severe bleeding in Illinois, including two deaths, have been tied to synthetic cannabinoids -- often ca… https://t.co/m2o15n47Lj",Tue Apr 03 00:27:03 +0000 2018,-0.3818,0.0,0.12,0.88,26
@CNN,The Trump administration has announced several changes for Medicare plans aimed at increasing competition and reduc… https://t.co/LLYcOf1E1l,Tue Apr 03 00:22:03 +0000 2018,0.0,0.0,0.0,1.0,27
@CNN,RT @betsy_klein: 🙋🐰 hop on over to the @CNN Instagram story for more from me on #EggRoll2018 https://t.co/FKciIlEIlP,Tue Apr 03 00:18:50 +0000 2018,0.0,0.0,0.0,1.0,28
@CNN,The bunny who stole the show at the 140th White House Easter Egg Roll https://t.co/5ro9OVOeaG https://t.co/TJ1xfDW2YS,Tue Apr 03 00:10:23 +0000 2018,0.0,0.0,0.0,1.0,29
@CNN,The DOJ has announced it will evaluate immigration judges on how many cases they close and how fast they hear cases… https://t.co/9QXJVouvlM,Tue Apr 03 00:05:20 +0000 2018,0.0,0.0,0.0,1.0,30
@CNN,"CNN's @ErinBurnett: ""The President talks the tough talk on firing. But when it comes down to it, he isn't saying th… https://t.co/yRkBi4aPUh",Mon Apr 02 23:44:07 +0000 2018,-0.4404,0.0,0.163,0.837,31
@CNN,"RT @OutFrontCNN: ""It's not a dog whistle. It's a foghorn. ... It's simply racist to say that people are stealing our country."" - Democratic…",Mon Apr 02 23:37:00 +0000 2018,-0.8271,0.0,0.288,0.712,32
@CNN,4 groups that are warming up to Donald Trump | Analysis by @CillizzaCNN https://t.co/XlCSBzqcHD https://t.co/bNatECK1LM,Mon Apr 02 23:36:49 +0000 2018,0.1531,0.118,0.0,0.882,33
@CNN,"""Is this America's new face to the world?"" asks Ruth Ben-Ghiat, writing via @CNNOpinion about this photo of White H… https://t.co/emYfkdkufe",Mon Apr 02 23:23:50 +0000 2018,0.0,0.0,0.0,1.0,34
@CNN,A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcas… https://t.co/AjDkPaplrX,Mon Apr 02 23:16:35 +0000 2018,-0.1027,0.07,0.089,0.841,35
@CNN,Trump is obsessed with going 'nuclear' in the Senate | Analysis by CNN's Z. Byron Wolf https://t.co/ILKDLi4fWQ https://t.co/zP0OaZKdvk,Mon Apr 02 23:14:23 +0000 2018,-0.1779,0.0,0.096,0.904,36
@CNN,"Roger Stone's potential ties to WikiLeaks and its founder, Julian Assange, are being investigated by special counse… https://t.co/wRd2OcAxi1",Mon Apr 02 22:58:38 +0000 2018,0.4019,0.137,0.0,0.863,37
@CNN,Intel shares dipped several percentage points on a report that Apple plans to start making its own processors for M… https://t.co/6jtXt1rfpS,Mon Apr 02 22:47:29 +0000 2018,0.296,0.104,0.0,0.896,38
@CNN,President Trump has nominated Justin Muzinich as the Treasury Department's deputy secretary. He will serve as Treas… https://t.co/P5ptl6e76M,Mon Apr 02 22:39:11 +0000 2018,0.2023,0.096,0.0,0.904,39
@CNN,"California's attorney general sued Sutter Health, accusing the hospital giant of illegally quashing competition and… https://t.co/OX5B6cII9E",Mon Apr 02 22:34:24 +0000 2018,-0.1779,0.0,0.102,0.898,40
@CNN,"RT @CNNSitRoom: If President Trump pulls the US out of Syria, he will “pay a price ... from a history’s point of view,” former CIA Director…",Mon Apr 02 22:34:11 +0000 2018,0.0,0.0,0.0,1.0,41
@CNN,The Environment Protection Agency wants to give automakers a break on emissions rules established under the Obama A… https://t.co/pHrCejgpAI,Mon Apr 02 22:31:21 +0000 2018,0.0,0.0,0.0,1.0,42
@CNN,"Wall Street is sending President Trump a message: Don't start a trade war. And lay off Amazon, one of the most impo… https://t.co/d53hoXQ0KQ",Mon Apr 02 22:17:46 +0000 2018,0.5921,0.203,0.0,0.797,43
@CNN,"RT @CNNSitRoom: After President Trump called the DOJ and FBI an embarrassment to our country, Rep. Castro says he’s surprised that Jeff Ses…",Mon Apr 02 22:14:22 +0000 2018,-0.25,0.074,0.112,0.814,44
