Source,Tweet Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
@CNN,How office buildings are reducing their carbon footprint https://t.co/wpTo0rT1Re https://t.co/f5BnMN5Sov,Mon Apr 02 22:00:39 +0000 2018,0.0,0.0,0.0,1.0,45
@CNN,The National Institute on Alcohol Abuse and Alcoholism is coming under scrutiny over communications with the alcoho… https://t.co/7iQzWF9C64,Mon Apr 02 21:58:36 +0000 2018,-0.6369,0.0,0.198,0.802,46
@CNN,The Trump administration is reconsidering its proposal to sharply increase entry fees at some popular national park… https://t.co/5unIjFba2q,Mon Apr 02 21:50:33 +0000 2018,0.6249,0.242,0.0,0.758,47
@CNN,RT @TheLeadCNN: Sinclair responds to criticism of their media-bashing promos that TV anchors were forced to read https://t.co/f3NrQGtVBK ht…,Mon Apr 02 21:47:17 +0000 2018,-0.7096,0.0,0.258,0.742,48
@CNN,One day after Vermont lawmakers approved sweeping gun control measures that include limits on the size of magazines… https://t.co/d0ala3G2qY,Mon Apr 02 21:41:06 +0000 2018,0.1027,0.126,0.108,0.766,49
@CNN,Democratic Rep. Elizabeth Esty announces she is not seeking re-election after revelations that she kept her chief o… https://t.co/IyJfBqMiuC,Mon Apr 02 21:31:05 +0000 2018,0.0,0.0,0.0,1.0,50
@CNN,"RT @TheLeadCNN: Dem. Senator Mazie Hirono calls President Trump's suggestion to pull US troops out of Syria another example of his ""incoher…",Mon Apr 02 21:26:12 +0000 2018,0.0,0.0,0.0,1.0,51
@CNN,The White House says a new immigration push is coming as President Trump posts a string of tweets pushing a hard li… https://t.co/OK9Gv0UIgL,Mon Apr 02 21:23:04 +0000 2018,-0.1027,0.0,0.069,0.931,52
@CNN,Democratic Rep. Elizabeth Esty announces she is not seeking re-election after revelations that she kept her chief o… https://t.co/1Q9XuyMgg7,Mon Apr 02 21:15:51 +0000 2018,0.0,0.0,0.0,1.0,53
@CNN,CNN has learned that the US military is discussing sending more troops to Syria; US President Trump remarked last T… https://t.co/MsQvMGNVkj,Mon Apr 02 21:06:12 +0000 2018,0.0,0.0,0.0,1.0,54
@CNN,Elizabeth Esty just bowed to the inevitable | Analysis by @CillizzaCNN https://t.co/5X8xQd1n9A https://t.co/Q5GbV1PgS9,Mon Apr 02 21:03:01 +0000 2018,0.0,0.0,0.0,1.0,55
@CNN,"A Democratic candidate in Kentucky said she will pull her campaign ads from a local Sinclair station, and called on… https://t.co/OKuTLtQHkK",Mon Apr 02 21:00:30 +0000 2018,0.0,0.0,0.0,1.0,56
@CNN,"RT @TheLeadCNN: CNN has learned that the US military is discussing sending more troops to Syria, as Trump said last Thursday that the US wo…",Mon Apr 02 20:57:47 +0000 2018,0.0,0.0,0.0,1.0,57
@CNN,"The conservative majority is undermining worker protections from the 1930s, Justice Ruth Bader Ginsburg wrote, ""wit… https://t.co/iHkbwYngxo",Mon Apr 02 20:57:26 +0000 2018,0.2263,0.163,0.12,0.718,58
@CNN,"RT @CNNnewsroom: Sinclair Broadcasting’s “fake news"" promo sounds ""a lot like pro-Trump anti-media messaging” says CNN’s @brianstelter http…",Mon Apr 02 20:53:44 +0000 2018,0.3612,0.128,0.0,0.872,59
@CNN,"If Trump really wanted a DACA deal, there'd be a DACA deal | Analysis by CNN's Gregory Krieg https://t.co/IPTcxApUSu https://t.co/hP4h2kjGKC",Mon Apr 02 20:51:44 +0000 2018,0.0,0.0,0.0,1.0,60
@CNN,New York tightens gun restrictions for domestic abusers https://t.co/RHjSk55MQn https://t.co/e9RUJJJX70,Mon Apr 02 20:49:16 +0000 2018,-0.7184,0.0,0.429,0.571,61
@CNN,"A dingy, old painting found in an Iowa art gallery's closet turns out to be the work of a 16th-century Dutch master… https://t.co/OpnL196Rkr",Mon Apr 02 20:36:00 +0000 2018,0.0,0.0,0.0,1.0,62
@CNN,President Trump puts hold on more than $200 million in Syria recovery funds https://t.co/UV71l7zsDf https://t.co/UIGBGCK6rK,Mon Apr 02 20:25:54 +0000 2018,0.0,0.0,0.0,1.0,63
@CNN,BREAKING: The Dow drops 459 points as trade tensions rise. Amazon loses 5% after Trump's Twitter attacks on the int… https://t.co/WwKMdPAiiu,Mon Apr 02 20:24:42 +0000 2018,-0.7351,0.064,0.297,0.639,64
@CNN,"Amelia Gray Hamlin, the daughter of actors Lisa Rinna and Harry Hamlin, revealed on Instagram that she struggled wi… https://t.co/YlfOQR3mkX",Mon Apr 02 20:11:50 +0000 2018,-0.34,0.0,0.112,0.888,65
@CNN,"Pope Francis used his Easter Sunday address to call for ""reconciliation for the Holy Land,"" in an apparent referenc… https://t.co/kxDMzalVhT",Mon Apr 02 20:11:19 +0000 2018,0.0,0.0,0.0,1.0,66
@CNN,"RT @CNNMoney: Dow closes down 459 points on trade war fears, tech drop. Nasdaq sinks 2.7%. Amazon loses 5% after Trump attack. https://t.co…",Mon Apr 02 20:04:29 +0000 2018,-0.91,0.052,0.432,0.517,67
@CNN,Pernilla Lindberg wins her first title at her 250th professional tournament -- and it's a major… https://t.co/pShnuskrXn,Mon Apr 02 20:01:11 +0000 2018,0.5719,0.198,0.0,0.802,68
@CNN,"RT @CNNnewsroom: Our textbooks are so outdated they ""talk about going to your local librarian so they can talk to you about this new thing…",Mon Apr 02 19:56:16 +0000 2018,0.0,0.0,0.0,1.0,69
@CNN,A lawyer for President Trump has begun the process of appealing last month's decision by a New York judge to allow… https://t.co/5N5V3yaEw6,Mon Apr 02 19:54:20 +0000 2018,0.0,0.0,0.0,1.0,70
@CNN,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/NNBmMXOTrL,Mon Apr 02 19:52:49 +0000 2018,0.3182,0.113,0.0,0.887,71
@CNN,"Losing MLK ""hurts all the time,"" but we fight on, Jesse Jackson says https://t.co/NUfuH4Chuc via @CNNOpinion https://t.co/QGS3mQzJal",Mon Apr 02 19:41:03 +0000 2018,-0.7391,0.0,0.341,0.659,72
@CNN,"Why Sinclair matters: The company is the largest owner of local TV stations in the US, and local news is Americans'… https://t.co/FtwlHH0iZH",Mon Apr 02 19:31:06 +0000 2018,0.0258,0.05,0.0,0.95,73
@CNN,Sinclair's fake-news zombies should terrify you | By David Rothkopf via @CNNOpinion https://t.co/rmEhwdbIdR https://t.co/G9vZz0YIQw,Mon Apr 02 19:21:04 +0000 2018,-0.5106,0.0,0.216,0.784,74
@CNN,A coal power company files for bankruptcy and asks President Trump for a bailout https://t.co/BHqry0OJUr https://t.co/qIhW9NhYgV,Mon Apr 02 19:11:07 +0000 2018,-0.1027,0.0,0.097,0.903,75
@CNN,"Critics are calling Sinclair's promos pro-Trump propaganda. Now the company is defending the initiative as a ""corpo… https://t.co/xPRM8RxI31",Mon Apr 02 19:01:02 +0000 2018,-0.4939,0.0,0.219,0.781,76
@CNN,"Inspired by the West Virginia strike in which teachers demanded and got a pay raise from state leaders, a wave of e… https://t.co/NiKcjUGle7",Mon Apr 02 18:50:06 +0000 2018,0.1027,0.128,0.192,0.68,77
@CNN,Pope Francis baptized a Nigerian migrant -- who shot to fame after confronting a thief on the streets of Rome -- as… https://t.co/RBaHosr7jD,Mon Apr 02 18:40:10 +0000 2018,-0.2732,0.112,0.193,0.695,78
@CNN,"Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Mandela, has… https://t.co/Ij5SXPaYsJ",Mon Apr 02 18:30:03 +0000 2018,0.0,0.0,0.0,1.0,79
@CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/kp5FbvapRr,Mon Apr 02 18:20:01 +0000 2018,0.6808,0.219,0.0,0.781,80
@CNN,Special counsel Robert Mueller's office is defending an agreement it made with a Dutch lawyer tied to former Trump… https://t.co/BW9R1sfmFC,Mon Apr 02 18:10:06 +0000 2018,0.7096,0.258,0.0,0.742,81
@CNN,These teens are marching 50 miles to Memphis -- one mile for each year since Martin Luther King Jr. was killed… https://t.co/sBWhnAmyYf,Mon Apr 02 18:00:11 +0000 2018,0.0,0.0,0.0,1.0,82
@CNN,"RT @CNNnewsroom: Democratic Rep. John Delaney slams Trump's attacks on Amazon as ""very dangerous... It's clearly an attack on the free and…",Mon Apr 02 17:58:09 +0000 2018,0.2415,0.257,0.194,0.549,83
@CNN,"More than three dozen people suffered severe bleeding, and one died, related to synthetic cannabinoids, according t… https://t.co/xAgbYDh6Dh",Mon Apr 02 17:50:07 +0000 2018,-0.8555,0.0,0.385,0.615,84
@CNN,Here's why Oklahoma teachers walked out today | Analysis by @CillizzaCNN https://t.co/6ntqk05KnJ https://t.co/3eoBIjAPaQ,Mon Apr 02 17:40:07 +0000 2018,0.0,0.0,0.0,1.0,85
@CNN,"Marijuana legalization could help offset the opioid epidemic, studies find https://t.co/qulyDRslrm https://t.co/h8IzanZE3D",Mon Apr 02 17:30:17 +0000 2018,0.4019,0.197,0.0,0.803,86
@CNN,China hits the United States with tariffs on $3 billion of exports https://t.co/nNT3krXSkn https://t.co/ioqEwtkFiQ,Mon Apr 02 17:20:06 +0000 2018,0.4215,0.177,0.0,0.823,87
@CNN,White House confirms President Trump and Russian President Vladimir Putin discussed the possibility of meeting at t… https://t.co/EgQnltqxbh,Mon Apr 02 17:11:08 +0000 2018,0.0,0.0,0.0,1.0,88
@CNN,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/cCZRaFKWvj",Mon Apr 02 17:02:09 +0000 2018,0.0,0.0,0.0,1.0,89
@CNN,Democratic Rep. John Garamendi on President Trump's comments that Democrats are to blame for not having a deal on D… https://t.co/ZCA2WWv3Sc,Mon Apr 02 16:50:27 +0000 2018,-0.34,0.0,0.112,0.888,90
@CNN,President Trump's attacks on Amazon are working. The company's stock sank 5% Monday after the President accused it… https://t.co/ExjxHHfLoF,Mon Apr 02 16:40:03 +0000 2018,-0.5267,0.075,0.224,0.702,91
@CNN,This ancient Chinese art was at risk of becoming obsolete. Here's how Dragon scale bookbinding is being resurrected… https://t.co/2sq6WpMqbA,Mon Apr 02 16:33:36 +0000 2018,-0.5106,0.0,0.202,0.798,92
@CNN,"President Trump says ""our country is being stolen"" due to an influx of illegal immigration, blaming Democrats for w… https://t.co/6BEn0qGJaA",Mon Apr 02 16:23:01 +0000 2018,-0.875,0.0,0.37,0.63,93
@CNN,John Oliver compares Sinclair news anchors to “members of a brainwashed cult” https://t.co/X8xGi5jwad https://t.co/aRhiapjGCh,Mon Apr 02 16:11:06 +0000 2018,0.0,0.0,0.0,1.0,94
@CNN,"RT @CNNnewsroom: ""Instead of finding logical sources for funding, they just want to cut and take away... Our kids deserve better"" says a Ke…",Mon Apr 02 16:02:03 +0000 2018,0.2732,0.16,0.08,0.76,95
@CNN,Rescuers in Southern California spotted and freed a 13-year-old boy who was stuck in a maze of drainage pipes for a… https://t.co/BWqLvxe86t,Mon Apr 02 16:01:31 +0000 2018,0.1779,0.119,0.088,0.793,96
@CNN,The best travel photos of 2018 (so far) https://t.co/lhcuCYTYnn https://t.co/Qc11bBFpcg,Mon Apr 02 15:59:09 +0000 2018,0.6369,0.318,0.0,0.682,97
@CNN,RT @CNNMoney: McDonald's is tripling its tuition benefits because of the new tax law https://t.co/12QVVaIKVR https://t.co/7ljjVYO8qw,Mon Apr 02 15:55:48 +0000 2018,0.3818,0.148,0.0,0.852,98
@CNN,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/0LtHvSiV3b https://t.co/FlN4JhxTr5,Mon Apr 02 15:47:34 +0000 2018,0.4404,0.153,0.0,0.847,99
@CNN,"RT @CNNnewsroom: ""We would much rather be in our classrooms teaching today. I would much rather be with my students but... I need to be her…",Mon Apr 02 15:37:15 +0000 2018,0.0,0.0,0.0,1.0,100
@Fox,"RT @alicegoldfuss: ICYMI
1. @RealSexyCyborg asks @VICE not to report on her relationship status
2. @VICE does so anyway
3. @RealSexyCyborg…",Tue Apr 03 00:37:10 +0000 2018,0.0,0.0,0.0,1.0,1
@Fox,RT @madigan_lily: Basic 💁🏼‍♀️ https://t.co/hMEOrRZt9a,Mon Apr 02 00:52:41 +0000 2018,0.0,0.0,0.0,1.0,2
@Fox,"RT @adblanche: Reshare, because we need White #women doing the work to help their siblings of color to get real diversity in tech. #changet…",Sat Mar 31 22:25:16 +0000 2018,0.4019,0.105,0.0,0.895,3
@Fox,RT @cedfunches: Let that marinate a bit... http://t.co/fiijZDPo7K,Sat Mar 31 03:40:35 +0000 2018,0.0,0.0,0.0,1.0,4
@Fox,"RT @kylietimpani: Hey, what design conferences do you recommend? Anywhere in the world.",Fri Mar 30 23:19:30 +0000 2018,0.3612,0.172,0.0,0.828,5
@Fox,@glenngillen I can tell a lot from about / careers pages and how a business conducts themselves. :),Fri Mar 30 05:44:06 +0000 2018,0.4588,0.188,0.0,0.812,6
@Fox,RT @jessamyn: NYTimes releases Diversity and Inclusion Report. With graphs that have differing Y axes that subtly give the wrong impression…,Fri Mar 30 02:33:57 +0000 2018,-0.4767,0.0,0.14,0.86,7
@Fox,"@mjmichellekim also, thanks to you I’ve just discovered you can pitch pieces to Quartz 🙇🏻‍♀️",Thu Mar 29 22:58:07 +0000 2018,0.4404,0.172,0.0,0.828,8
@Fox,"“To achieve lasting change, you have to focus on something bigger than what you can measure in the short-term.” 

Y… https://t.co/4b5womubML",Thu Mar 29 22:53:52 +0000 2018,0.0,0.0,0.0,1.0,9
@Fox,"I’m one of those people who create a spreadsheet for all the organisations I’m interviewing with, gather their dive… https://t.co/2RsVggo5yI",Thu Mar 29 22:48:43 +0000 2018,0.2732,0.104,0.0,0.896,10
@Fox,@noopkat I subscribe to this newsletter,Thu Mar 29 08:14:48 +0000 2018,0.0,0.0,0.0,1.0,11
@Fox,"@kissane Sorry for being unclear! I think citation is great, I often found resources I haven’t seen before, plus al… https://t.co/jcD3ZGYM7m",Thu Mar 29 05:36:01 +0000 2018,0.4753,0.194,0.145,0.661,12
@Fox,"@kissane So the approach of just hot linking to a website out there without considering how people could report, wh… https://t.co/MrFZRDGLY6",Thu Mar 29 05:14:15 +0000 2018,0.0,0.0,0.0,1.0,13
@Fox,Just to clarify: linking to https://t.co/a6Ht7BpUMZ or other examples out there doesn’t constitute an inclusion or… https://t.co/tktVbndmgi,Thu Mar 29 05:01:57 +0000 2018,0.0,0.0,0.0,1.0,14
@Fox,"@kissane Yeah, that is good! I meant the events that link directly to public Code of Conducts that have no contact details, etc.",Thu Mar 29 05:00:16 +0000 2018,0.4926,0.203,0.083,0.715,15
@Fox,"If a Code of Conduct of an event links to one of the community-hosted, external CoCs, what it tells me is that the… https://t.co/K27uhTjXbg",Thu Mar 29 04:47:52 +0000 2018,0.0,0.0,0.0,1.0,16
@Fox,"AirBnB giving out user data to the Chinese government, Facebook discriminating through ads and leaking user informa… https://t.co/lAHF6sJuKG",Thu Mar 29 03:15:10 +0000 2018,0.34,0.124,0.0,0.876,17
@Fox,"RT @sw: This is so exciting, @triketora lands in the Southern Hemisphere! 🎉🐧🐳 https://t.co/I5czjV84uE",Thu Mar 29 03:12:44 +0000 2018,0.6606,0.253,0.0,0.747,18
@Fox,"Thank you for the shout-out to inclusion at CSSConf AU @kylietimpani 🙇🏻‍♀️

Make sure you read the entire interview… https://t.co/S21RBI6s2y",Wed Mar 28 21:24:26 +0000 2018,0.5859,0.211,0.0,0.789,19
@Fox,"RT @Future_Females: Happy #MuslimWomensMonth ! Today we're watching one of our favourite advocates for tolerance and diversity, @yassmin_a…",Wed Mar 28 09:34:35 +0000 2018,0.7345,0.292,0.0,0.708,20
@Fox,I love how sometimes people advise underrepresented groups to take on opportunities that require significant salary… https://t.co/eYww0rgKAE,Wed Mar 28 06:25:50 +0000 2018,0.8225,0.398,0.0,0.602,21
@Fox,RT @catehstn: Discovering the five causes of burnout that are not overwork informed this approach. It’s such a useful way to understand bur…,Wed Mar 28 06:02:55 +0000 2018,0.4404,0.121,0.0,0.879,22
@Fox,"A Tim Tam a day keeps the doctor away.

—ancient Australian proverb",Wed Mar 28 05:37:09 +0000 2018,0.0,0.0,0.0,1.0,23
@Fox,"I’ve been watching Big Little Lies lately, and the portrayal of the complexity of abusive relationships is both exc… https://t.co/qMNxveax5O",Wed Mar 28 01:59:26 +0000 2018,-0.7722,0.0,0.271,0.729,24
@Fox,@RedRoxProjects Thank you! 💐,Wed Mar 28 01:44:18 +0000 2018,0.4199,0.583,0.0,0.417,25
@Fox,@OphelieLechat 💓,Wed Mar 28 01:15:30 +0000 2018,0.0,0.0,0.0,1.0,26
@Fox,"This, a thousand times for job interviews or ”I just want to catch up and talk about things”. https://t.co/5AA2d4vkwd",Wed Mar 28 00:36:44 +0000 2018,0.0772,0.071,0.0,0.929,27
@Fox,@SaskiaFairfull North Melbourne Meat Market.,Wed Mar 28 00:17:46 +0000 2018,0.0,0.0,0.0,1.0,28
@Fox,@SaskiaFairfull Thank you!,Tue Mar 27 23:50:53 +0000 2018,0.4199,0.583,0.0,0.417,29
@Fox,"This incredible venue plus my art direction skills. I’m pretty proud of myself.

💖 https://t.co/st8XZOoc4y",Tue Mar 27 23:41:20 +0000 2018,0.743,0.344,0.0,0.656,30
@Fox,"Have you ever seen a conference releasing a diversity report, even if it’s only in the spectrum of gender?

I haven… https://t.co/e819on1BUh",Tue Mar 27 21:59:30 +0000 2018,0.0,0.0,0.0,1.0,31
@Fox,@darngooood I’m perpetually inspired by your clothing style. ✨😭😍,Tue Mar 27 09:00:45 +0000 2018,0.4939,0.286,0.0,0.714,32
@Fox,"@mspowahs ugh damn Facebook, the root of evil",Tue Mar 27 02:09:57 +0000 2018,-0.872,0.0,0.664,0.336,33
@Fox,"Company: Diversity and inclusion are really important to us!

Company has:

→ Zero women
→ Women only in support, m… https://t.co/MZmNK67D6a",Tue Mar 27 01:25:24 +0000 2018,0.623,0.23,0.0,0.77,34
@Fox,"RT @zeynep: Show me your budget and business model, and I’ll know your actual priorities. The rest is mostly PR. https://t.co/hy3XyoW3Lt",Tue Mar 27 00:54:50 +0000 2018,0.0,0.0,0.0,1.0,35
@Fox,@jennwrites the voices are coming from inside the house,Mon Mar 26 23:23:04 +0000 2018,0.0,0.0,0.0,1.0,36
@Fox,@lara_hogan Congratulations! You both look fantastic. 💝,Mon Mar 26 23:22:32 +0000 2018,0.8313,0.661,0.0,0.339,37
@Fox,"RT @menajew: There’s a common misconception that you can’t be Disabled and happy. That you can’t express joy, and if you do, you must not b…",Mon Mar 26 22:37:19 +0000 2018,0.8176,0.246,0.0,0.754,38
@Fox,"Meanwhile in Poland, where the government is still trying to push an abortion ban and curb women’s rights. https://t.co/zTmJo9P2gy",Mon Mar 26 22:25:49 +0000 2018,-0.5574,0.0,0.167,0.833,39
@Fox,"A casual reminder that you don’t need to be an entrepreneur, founder, C-level exec or a manager for your work to ma… https://t.co/jcxAagr1cL",Mon Mar 26 07:00:10 +0000 2018,0.2023,0.083,0.0,0.917,40
@Fox,"@kouky @benschwarz It’s for me, obviously",Mon Mar 26 06:58:15 +0000 2018,0.0,0.0,0.0,1.0,41
@Fox,"Seriously, @wnotw? Alcohol is the top perk you can think of? https://t.co/itaV4XwmOZ",Mon Mar 26 03:56:41 +0000 2018,0.1179,0.156,0.123,0.722,42
@Fox,RT @sarahcuda: this is well put. https://t.co/5sDOcqX29b,Mon Mar 26 03:44:31 +0000 2018,0.2732,0.259,0.0,0.741,43
@Fox,I need this pin immediately. https://t.co/EHTEFefzop,Mon Mar 26 02:47:03 +0000 2018,0.0,0.0,0.0,1.0,44
@Fox,@dgoodlad might be of your interest https://t.co/pS2X5ExrLs,Mon Mar 26 02:42:53 +0000 2018,0.4588,0.333,0.0,0.667,45
@Fox,"Less mentoring, more empowerment.",Mon Mar 26 00:26:16 +0000 2018,0.0,0.0,0.0,1.0,46
@Fox,"My life in a nutshell (plus a few great strategies on not talking about “being a woman in tech”).

👏🏻 @vaurorapub!

https://t.co/aTlTP0F8jI",Mon Mar 26 00:07:12 +0000 2018,0.6588,0.196,0.0,0.804,47
@Fox,"Do yourself a favour and read this fantastic piece by @sw and @vaurorapub on getting free from toxic tech culture.

https://t.co/CzPs8FaBcL",Mon Mar 26 00:05:56 +0000 2018,0.8873,0.381,0.0,0.619,48
@Fox,"After running a 4-day conference and I’m now back on calling out exclusion and toxic tech culture.

💁🏻‍♀️ 👋🏻",Sun Mar 25 23:28:32 +0000 2018,-0.296,0.0,0.115,0.885,49
@Fox,"@benschwarz @adactio Also coffee at Karma, sweets at Massolit Bakery, wine at Charlotte, beer at Multi Qlti :)",Sun Mar 25 20:48:09 +0000 2018,0.7351,0.279,0.0,0.721,50
@Fox,RT @bubsolow: starting the job hunt ☞ would appreciate any junior developer roles / feedback on my resume https://t.co/PiSPoASsEf,Sun Mar 25 01:36:33 +0000 2018,0.4019,0.144,0.0,0.856,51
@Fox,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 Yep, I just wanted to clarify why I was asking :)",Sat Mar 24 20:59:43 +0000 2018,0.6369,0.302,0.0,0.698,52
@Fox,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 I understand that, however I’d like to point out that there ar… https://t.co/Bn3xxN1M2S",Sat Mar 24 20:44:20 +0000 2018,0.3612,0.135,0.0,0.865,53
@Fox,My event organizing performance review lies in community impressions. 🙏🏻 https://t.co/4mzFEwwzKR,Sat Mar 24 10:01:49 +0000 2018,-0.2263,0.139,0.204,0.657,54
@Fox,@laras126 @gr2m @jimthoburn @rouzbeh84 @jennschiffer Hmmmm... did that go through the rules for running a CSSConf? https://t.co/KaFgIwo4Rd,Sat Mar 24 09:37:21 +0000 2018,0.0,0.0,0.0,1.0,55
@Fox,"I wish all of the brands capitalizing on the feminist movement at least had some baseline of inclusion.

Make it in… https://t.co/yK3F8MMBP0",Sat Mar 24 01:41:30 +0000 2018,0.4019,0.119,0.0,0.881,56
@Fox,"Looking to read some new, good product and design books. Any recommendations for publications within the last 3 years? 🙏",Fri Mar 23 23:03:43 +0000 2018,0.4404,0.146,0.0,0.854,57
@Fox,"@tsunamino omg, so excellent!",Fri Mar 23 23:03:00 +0000 2018,0.7213,0.627,0.0,0.373,58
@Fox,@sch Sure! Thank you for being open to chatting. Emailed. :),Fri Mar 23 22:54:03 +0000 2018,0.7959,0.503,0.0,0.497,59
@Fox,"@sch I’m in Melbourne, which has 5 hours overlap with SF :)",Fri Mar 23 22:32:15 +0000 2018,0.4588,0.231,0.0,0.769,60
@Fox,@sch hey! I’m assuming this isn’t a remote job?,Fri Mar 23 22:17:43 +0000 2018,0.0,0.0,0.0,1.0,61
@Fox,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title...",Fri Mar 23 22:09:16 +0000 2018,0.3174,0.15,0.0,0.85,62
@Fox,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M,Fri Mar 23 22:08:00 +0000 2018,-0.2023,0.096,0.163,0.741,63
@Fox,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ",Fri Mar 23 22:05:46 +0000 2018,0.6369,0.154,0.0,0.846,64
@Fox,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences.",Fri Mar 23 22:04:12 +0000 2018,-0.5009,0.0,0.175,0.825,65
@Fox,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m,Fri Mar 23 22:02:44 +0000 2018,-0.2732,0.049,0.099,0.852,66
@Fox,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :),Fri Mar 23 10:19:46 +0000 2018,0.802,0.451,0.0,0.549,67
@Fox,RT @duyenho: Hats off to @Fox for being the real deal 💪 Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…,Fri Mar 23 10:08:18 +0000 2018,0.3612,0.106,0.0,0.894,68
@Fox,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…,Fri Mar 23 10:08:07 +0000 2018,0.926,0.429,0.0,0.571,69
@Fox,"RT @the_patima: 📢✨ I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! 💖

🌟 It's my 1st ever trip to…",Fri Mar 23 08:32:21 +0000 2018,0.0,0.0,0.0,1.0,70
@Fox,@itchymutt @heroku SF-based?,Fri Mar 23 08:30:43 +0000 2018,0.0,0.0,0.0,1.0,71
@Fox,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…,Fri Mar 23 03:38:24 +0000 2018,0.0,0.0,0.0,1.0,72
@Fox,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment.",Thu Mar 22 23:43:23 +0000 2018,0.4767,0.147,0.0,0.853,73
@Fox,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

🙌",Thu Mar 22 20:41:52 +0000 2018,0.8481,0.338,0.0,0.662,74
@Fox,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it",Thu Mar 22 20:29:50 +0000 2018,0.9098,0.581,0.0,0.419,75
